Group,Genus,Family,Order,Class,Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
ASV002221,NA,NA,NA,NA,0.034890318,0,0,0,0,0,0,0,0.002096964,0,0,0,0,0,0,0,0,0.003396047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001198523,0,0,0,0,0,0
ASV002222,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0.042265236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002469502,0,0,0,0,0,0,0,0,0,0,0.002490257,0,0,0,0,0,0
ASV002223,NA,Gemmataceae,Gemmatales,Planctomycetacia,0,0,0,0,0,0.00170835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002224,NA,Methylophagaceae,Nitrosococcales,Gammaproteobacteria,0,0,0,0.005758429,0.005637296,0.005125051,0,0,0,0,0,0,0.001521098,0,0,0,0.002758583,0,0,0,0,0,0,0.006462267,0,0,0,0,0,0,0,0.005840628,0,0,0,0,0,0,0,0,0,0,0
ASV002225,Altererythrobacter,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002226,Cutibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002227,Rubellimicrobium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002228,NA,Vibrionaceae,Vibrionales,Gammaproteobacteria,0.016394115,0.002844869,0.002492957,0,0,0,0,0,0,0,0.00393755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002229,Sunxiuqinia,Prolixibacteraceae,Bacteroidales,Bacteroidia,0.010381317,0,0.002492957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001766192,0,0,0,0.003954836,0,0,0,0,0,0,0,0.002016902,0,0,0,0.00315856,0,0,0,0.002736278
ASV002230,Alcanivorax,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria,0.025736126,0,0.001524158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002264031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002490257,0,0,0.001759944,0,0,0
ASV002231,NA,NA,NA,Alphaproteobacteria,0,0,0,0.002966655,0,0.001278021,0,0.00375735,0,0,0,0.004422626,0,0,0,0,0,0,0,0,0,0,0,0.00504261,0,0,0,0,0,0.00533561,0,0,0,0,0,0,0,0,0,0,0,0.001490224,0.003897496
ASV002232,Fusibacter,Family_XII,Clostridiales,Clostridia,0.009289187,0,0,0.002496879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002264031,0,0,0,0,0.003460148,0,0,0,0,0,0,0.012118274,0,0,0,0,0,0,0,0,0,0,0,0,0.005472555
ASV002233,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001363327,0,0,0,0,0,0,0,0,0,0,0.00533561,0,0.004029415,0,0,0,0.002318034,0.003851468,0.001407301,0,0,0.005456728,0,0.001948748
ASV002234,NA,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,0,0,0.002785903,0,0,0,0,0,0.008387854,0,0.002049138,0,0,0,0,0,0,0,0,0,0,0,0.003496265,0,0,0,0,0,0,0.001778537,0,0.007275373,0,0.003434302,0,0,0,0,0,0,0,0,0
ASV002235,NA,NA,NA,MVP-15,0.003141394,0.008371003,0,0.004751874,0,0,0,0,0,0,0,0.002211313,0,0,0,0,0,0.001659779,0,0,0,0,0,0,0,0,0,0,0,0,0.003600253,0,0.004103911,0,0,0,0.002397047,0,0,0,0.001710893,0,0
ASV002236,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0.006147793,0.002844869,0,0,0,0,0,0,0,0.002766022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001778537,0,0.004029415,0,0,0,0,0.004840699,0.002904594,0.001958825,0,0,0,0
ASV002237,NA,NA,NA,Gammaproteobacteria,0,0,0,0,0,0,0.004460104,0.004008578,0,0,0,0,0,0,0,0,0.001457386,0.001659779,0,0,0,0,0.001730074,0,0,0,0,0,0,0.009857386,0.004160945,0,0,0,0,0,0,0,0.003917651,0,0,0,0
ASV002238,NA,Microtrichaceae,Microtrichales,Acidimicrobiia,0,0,0,0.008899964,0,0,0,0,0,0.00178215,0.002049138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003557073,0,0.003825921,0,0,0,0,0.003804863,0.001082005,0,0,0,0.004116751,0
ASV002239,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0.017647652,0,0,0,0,0.003416701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012607161,0.001778537,0,0,0,0,0,0,0.005444844,0,0,0.001701375,0.001710893,0,0
ASV002240,Pibocella,Flavobacteriaceae,Flavobacteriales,Bacteroidia,0.017486244,0,0.001392952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008470987,0,0,0,0,0.006374705,0,0,0,0,0,0,0.002490257,0.001082005,0,0,0,0,0
ASV002241,Desulfotalea,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria,0.017377661,0,0,0,0,0,0,0,0,0,0.00253187,0,0.001624273,0.002521241,0,0,0,0,0,0,0,0,0,0.00168087,0,0,0,0,0,0,0.00151978,0,0,0.005151453,0,0,0,0,0,0,0,0,0
ASV002242,NA,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,0.010164151,0,0,0,0,0.003416701,0,0,0.004193927,0,0,0,0,0,0,0,0.001379291,0,0,0,0.001023405,0,0.006956413,0,0,0,0,0,0,0.012118274,0.002094065,0,0,0,0,0,0,0,0,0,0,0,0
ASV002243,Aliisedimentitalea,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,0.008197057,0,0,0,0,0,0,0,0,0.000891075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168087,0,0,0,0,0,0,0,0,0.001562744,0.003434302,0,0,0.002722422,0.005410026,0,0,0,0,0
ASV002244,Desulfopila,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria,0.002049264,0.008712319,0.001524158,0,0.001879099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009700497,0,0,0,0,0,0.003645178,0.005876476,0.005581603,0,0,0
ASV002245,NA,NA,Dadabacteriales,Dadabacteriia,0.002049264,0,0.001524158,0,0,0,0,0,0.001501231,0,0,0,0,0,0,0,0,0.002289021,0.003914626,0,0,0,0.001730074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002814602,0.007404306,0,0,0,0
ASV002246,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0,0,0.001879099,0,0,0,0.004193927,0.002673225,0.002049138,0,0.001624273,0,0,0,0,0,0,0,0.001358603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004978612,0.002761897,0,0.001818909,0,0
ASV002247,Marinobacter,Marinobacteraceae,Alteromonadales,Gammaproteobacteria,0.006147793,0,0,0,0.004157313,0,0,0,0.004534222,0,0.002049138,0,0,0.005899357,0,0,0,0.001132016,0,0,0,0,0.005298575,0,0,0,0.002624465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002248,Thiobacimonas,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,0.003141394,0,0,0,0,0,0,0,0,0,0,0.002051661,0,0,0,0,0,0,0,0,0,0,0.01367405,0,0,0,0,0,0,0,0.00455934,0,0,0,0,0,0.001245128,0.002489306,0,0,0,0,0
ASV002249,NA,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,0.004098529,0,0,0,0,0,0,0,0.008387854,0.000891075,0,0,0,0,0,0,0.001379291,0,0.002726653,0,0,0,0.008516434,0,0,0,0,0,0,0,0.00151978,0,0,0,0,0,0,0,0,0,0,0,0
ASV002250,NA,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0.00435616,0,0,0.004157313,0,0.001992429,0.004049239,0.004503693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001766192,0.002247393,0,0.002148597,0,0,0,0,0.004160945,0,0,0,0,0,0.003735385,0,0,0,0,0,0
ASV002251,NA,Bacillaceae,Bacillales,Bacilli,0,0,0.006378866,0,0,0.005972742,0,0,0.003002462,0,0,0.004103322,0,0,0,0,0.000728693,0,0,0,0,0,0.005190222,0,0,0,0,0,0,0.003557073,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002252,NA,NA,OPB56,Ignavibacteria,0.008197057,0,0,0,0,0,0,0,0.005099426,0.000891075,0,0,0,0,0,0,0.002186079,0,0,0,0,0,0.003460148,0,0.003735664,0,0,0,0,0,0.004188131,0,0,0,0,0,0,0,0,0,0,0,0
ASV002253,Nitratireductor,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,0,0.016742006,0,0,0.003778004,0,0.003984858,0,0.003002462,0.000891075,0,0,0.001650247,0,0,0,0,0.002314011,0,0,0.00407581,0,0,0,0,0,0,0.004803766,0,0,0,0,0.003125488,0,0,0,0,0,0,0,0,0,0
ASV002254,Thalassospira,Thalassospiraceae,Rhodospirillales,Alphaproteobacteria,0,0.002844869,0,0,0,0,0,0,0.003768342,0,0,0,0.001624273,0,0.002072711,0,0.000728693,0,0,0,0,0,0,0.004214874,0.003458891,0,0,0,0,0,0.00151978,0.004850249,0.002184789,0,0.006050705,0,0,0,0,0,0,0,0
ASV002255,NA,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0,0,0.011334013,0.001685801,0,0,0.001501231,0.00178215,0.001265935,0,0,0,0,0,0,0.001659779,0,0,0,0,0,0,0,0.00556483,0.007127584,0,0,0,0,0,0.004688233,0,0,0,0,0,0,0,0,0,0
ASV002256,Desulfofaba,Desulfobacteraceae,Desulfobacterales,Deltaproteobacteria,0,0.005689739,0.004985915,0,0,0,0,0,0.001501231,0,0,0,0,0,0,0.009377219,0,0,0,0,0,0,0.001730074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001380948,0,0.001710893,0,0.0041834
ASV002257,NA,Desulfobacteraceae,Desulfobacterales,Deltaproteobacteria,0,0,0,0,0,0,0,0,0.003768342,0.000891075,0,0,0,0,0,0,0,0.003319557,0,0,0,0,0,0.006742179,0,0,0,0,0,0.003903438,0.004188131,0.002425124,0,0,0,0,0.005328761,0,0,0,0,0,0
ASV002258,NA,Marinifilaceae,Bacteroidales,Bacteroidia,0,0,0,0.001248439,0,0,0,0,0.001501231,0,0,0,0,0,0,0,0.002186079,0,0.001187973,0,0,0,0,0,0.001729446,0,0,0,0,0,0,0,0.004688233,0,0,0,0.00368878,0,0,0.003402749,0.003637819,0,0
ASV002259,NA,MSBL8,Cloacimonadales,Cloacimonadia,0.002049264,0,0.007478872,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0.003496265,0,0,0,0,0,0,0,0.002094065,0,0,0,0,0,0,0,0.00315856,0,0.008554466,0,0
ASV002260,Roseitalea,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,0,0,0,0.002966655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002184789,0,0.001498195,0,0,0,0.002761897,0.008741149,0.008554466,0,0.004685025
ASV002261,NA,Stappiaceae,Rhizobiales,Alphaproteobacteria,0.004098529,0,0.001392952,0.002254995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003532383,0,0,0,0,0,0,0,0.006241418,0,0.00136797,0.003434302,0,0,0,0,0.001052853,0,0.006843573,0,0
ASV002262,NA,Desulfobacteraceae,Desulfobacterales,Deltaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002094065,0,0,0,0,0.004639941,0.006364597,0.003896607,0,0,0.008640344,0,0.003897496
ASV002263,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0.002051661,0,0,0,0,0,0.004979336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006711209,0.001052853,0.005104124,0.00513268,0,0.001948748
ASV002264,Arcobacter,Arcobacteraceae,Campylobacterales,Campylobacteria,0,0,0,0,0,0,0.004825323,0,0,0,0,0,0,0,0,0.001339603,0,0.003396047,0,0,0,0,0,0,0,0,0,0,0,0.002124902,0,0,0.003125488,0,0,0,0.002722422,0,0.002761897,0.001701375,0.003421787,0.002107837,0
ASV002265,Stappia,Stappiaceae,Rhizobiales,Alphaproteobacteria,0,0,0,0.001248439,0,0,0,0,0,0,0.001265935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005680725,0.004850249,0,0,0,0,0,0,0.00315856,0,0.006929451,0.004215674,0.005472555
ASV002266,Thalassospira,Thalassospiraceae,Rhodospirillales,Alphaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005603183,0,0,0,0,0,0,0,0,0,0,0,0.002148597,0,0,0,0,0,0,0,0.003434302,0,0,0,0,0,0.010132348,0.003529803,0.004215674,0.009655955
ASV002267,Marinobacterium,Nitrincolaceae,Oceanospirillales,Gammaproteobacteria,0,0,0,0,0,0.005125051,0,0.006012868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013476529,0.010545131,0.002107837,0
ASV002268,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0,0.001248439,0.005637296,0.002556041,0,0,0,0,0.004098277,0,0.001521098,0,0,0,0,0,0.001187973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004369579,0,0,0,0,0,0,0,0.008726222,0.004166212,0
ASV002269,NA,NA,NA,NA,0,0,0,0,0.004157313,0,0,0,0,0,0.008679285,0,0,0,0,0,0.002224744,0,0,0,0,0,0.004984051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001380948,0,0.009094547,0,0
ASV002270,NA,Vibrionaceae,Vibrionales,Gammaproteobacteria,0.016555522,0,0,0.002254995,0.001879099,0,0,0,0,0,0,0,0,0,0,0,0,0.002264031,0,0,0,0,0.00166135,0,0,0,0,0,0,0,0.005120033,0,0,0,0,0,0.002722422,0,0,0,0.003637819,0,0
ASV002271,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0,0.001248439,0,0.003416701,0,0,0,0,0,0,0,0,0,0,0.001457386,0.001132016,0.003340181,0,0,0,0,0,0,0.002469502,0,0,0,0.001778537,0,0.009700497,0,0,0,0,0,0,0,0,0.003637819,0.002107837,0
ASV002272,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0.003048316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001379291,0,0,0,0,0,0,0,0.003458891,0,0,0,0,0,0,0,0.00136797,0,0,0,0.004980514,0.005467768,0.002105706,0,0.003637819,0,0
ASV002273,NA,NA,NA,Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003932905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002397047,0.002489306,0.005592361,0.003519887,0.003637819,0.002980448,0
ASV002274,Cucumibacter,Devosiaceae,Rhizobiales,Alphaproteobacteria,0,0,0,0,0,0.002556041,0,0,0,0,0,0.004422626,0,0.005042483,0,0,0,0,0.003563919,0.002491467,0.001023405,0,0,0,0.001867832,0,0,0,0,0,0,0.002014707,0.003125488,0,0,0,0,0,0,0,0.001818909,0,0
ASV002275,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0,0.00450999,0,0,0,0.002024619,0.002267111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504261,0,0.00556483,0.004751722,0,0,0.012118274,0.00151978,0,0,0,0,0,0.001245128,0,0,0,0.001818909,0,0
ASV002276,Fusibacter,Family_XII,Clostridiales,Clostridia,0.002049264,0,0.002492957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001766192,0,0.003597278,0,0,0,0,0.009857386,0,0,0,0,0,0,0.007935101,0,0,0,0.001818909,0,0.005472555
ASV002277,Sunxiuqinia,Prolixibacteraceae,Bacteroidales,Bacteroidia,0,0,0,0,0.006235969,0.002556041,0,0,0,0,0,0,0,0,0,0,0,0,0.003563919,0,0,0,0,0,0.003458891,0,0,0,0,0,0,0,0,0,0,0.004639941,0,0,0,0,0.001818909,0.008233502,0
ASV002278,Vibrionimonas,Chitinophagaceae,Chitinophagales,Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002281386,0,0,0,0.00129189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002279,Hyphobacterium,Hyphomonadaceae,Caulobacterales,Alphaproteobacteria,0,0,0,0,0,0.003371601,0.013441274,0,0,0.00178215,0,0,0,0,0,0,0,0.002314011,0,0.005475575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002280,NA,EF100-94H03,Puniceispirillales,Alphaproteobacteria,0,0,0,0,0,0.001278021,0.005977286,0.012086726,0,0,0,0,0.003042195,0,0,0,0,0,0,0,0.002717207,0,0,0,0,0,0.003954836,0,0,0,0,0,0,0.001717151,0,0,0,0,0,0,0,0,0
ASV002281,NA,NA,Bacteroidales,Bacteroidia,0,0,0,0,0.003758198,0.00170835,0.003984858,0,0,0.0035643,0,0,0,0,0,0,0,0,0,0,0,0,0.006818966,0.002247393,0,0,0.002624465,0,0,0.003557073,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002282,Spirochaeta_2,Spirochaetaceae,Spirochaetales,Spirochaetia,0.002049264,0,0,0.002496879,0,0,0.001992429,0,0.002267111,0.000891075,0.00253187,0,0,0,0,0,0.000728693,0,0,0,0,0,0.003322701,0,0,0,0,0,0,0.001778537,0,0,0,0,0,0,0.003804863,0.001407301,0.001052853,0,0,0,0
ASV002283,Thalassobaculum,Thalassobaculaceae,Thalassobaculales,Alphaproteobacteria,0,0,0,0.002254995,0,0.00170835,0.015036711,0.011689553,0,0,0,0,0,0.002521241,0.001739645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002284,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0,0.001248439,0,0.00170835,0.009650647,0.007891543,0,0,0,0,0,0.009530177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002124902,0.00303956,0,0,0,0,0,0,0,0,0,0,0,0
ASV002285,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,0.00713134,0.011215872,0,0,0.002078656,0.002556041,0.007237985,0.002024619,0,0,0,0,0,0.002801591,0,0,0,0,0,0,0,0,0,0,0,0.002148597,0,0,0,0,0,0,0.006873022,0,0,0,0,0,0,0,0,0,0
ASV002286,NA,NA,NA,Gammaproteobacteria,0,0.00435616,0,0.003745318,0.003758198,0.008914013,0.007237985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003825921,0,0,0,0,0,0,0,0,0,0,0
ASV002287,Thalassobaculum,Thalassobaculaceae,Thalassobaculales,Alphaproteobacteria,0,0,0,0,0,0.004241842,0.007237985,0,0,0,0,0,0.014077326,0,0,0,0,0,0,0,0,0,0,0,0,0.004297194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002288,NA,NA,NA,NA,0,0,0,0,0.036400584,0,0.006312025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002289,Heliimonas,Chitinophagaceae,Chitinophagales,Bacteroidia,0,0,0,0,0,0.004241842,0.004825323,0,0,0,0,0,0,0,0,0,0,0.001157006,0.004751892,0,0.005931198,0,0,0,0.001729446,0,0.002624465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002980448,0
ASV002290,Nitratireductor,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,0,0,0.004017115,0,0,0.002556041,0.004825323,0,0,0,0.002049138,0,0,0,0,0,0,0.001157006,0.003563919,0,0,0.003161256,0,0,0,0,0.005248931,0,0,0,0.00303956,0,0,0,0,0,0,0,0,0,0,0,0
ASV002291,Rheinheimera,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,0,0,0,0,0,0,0.004825323,0,0,0,0,0,0,0,0,0,0,0.001659779,0.001187973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002184789,0,0,0,0.002397047,0.001407301,0.00315856,0.010208248,0,0,0
ASV002292,NA,Bacillaceae,Bacillales,Bacilli,0,0,0.005834219,0.001248439,0,0.003416701,0.002412662,0,0.006801333,0,0.00393755,0,0,0,0,0,0,0,0,0,0,0,0.003496265,0,0,0,0.005248931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002293,NA,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria,0,0,0,0,0,0.005057402,0.002412662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002148597,0.005248931,0,0,0,0,0,0.001562744,0.004291938,0,0.004639941,0,0,0,0.001701375,0,0.007196122,0
ASV002294,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0,0,0,0,0.007433507,0.006073858,0,0,0,0,0.003300493,0,0.002072711,0,0,0,0,0,0,0,0,0,0,0.007713427,0,0,0,0,0,0,0,0,0.004494584,0,0,0,0,0,0,0,0
ASV002295,Magnetospira,Magnetospiraceae,Rhodospirillales,Alphaproteobacteria,0,0,0,0,0,0,0.002973403,0,0,0,0,0.010622449,0.001650247,0.005899357,0.006958579,0,0,0.003319557,0,0.00129189,0.001023405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002296,Catenococcus,Vibrionaceae,Vibrionales,Gammaproteobacteria,0,0,0,0,0.002078656,0,0.001486701,0,0,0.000891075,0,0,0.001624273,0.003932905,0,0,0,0,0,0,0,0,0,0.006742179,0,0,0,0,0,0,0.003600253,0,0.008739158,0,0,0.004636069,0,0,0,0,0,0,0
ASV002297,Pseudohoeflea,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,0,0,0,0.002254995,0.007556009,0.001685801,0.001486701,0.002024619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004029415,0.007813721,0,0.004033803,0.004636069,0,0,0,0,0,0,0
ASV002298,NA,NA,NA,Alphaproteobacteria,0,0,0,0.009019979,0,0,0.001486701,0,0,0,0.001265935,0,0,0,0.005471127,0,0,0,0,0,0,0,0,0,0.003458891,0.006766696,0,0,0,0,0,0.002425124,0,0.003434302,0.002016902,0,0,0,0,0,0,0,0
ASV002299,NA,NA,Rhizobiales,Alphaproteobacteria,0,0,0.001524158,0,0,0.003394151,0,0,0,0.004455375,0.005906326,0,0,0.001966452,0,0,0.000728693,0,0.001187973,0,0,0,0,0,0,0,0,0,0,0,0,0.004850249,0,0,0,0,0,0,0,0,0,0.002058376,0
ASV002300,NA,NA,NA,Alphaproteobacteria,0,0,0,0,0,0,0,0.00375735,0,0,0.00253187,0,0,0.005042483,0.002072711,0,0,0,0,0.001245733,0.001358603,0.003180257,0,0,0,0,0,0.006065017,0,0,0,0,0.003125488,0,0,0.006615226,0,0,0,0,0,0,0
ASV002301,Methyloligella,Methyloligellaceae,Rhizobiales,Alphaproteobacteria,0,0,0,0,0,0.001685801,0,0,0,0,0,0,0.003300493,0.005042483,0.001739645,0,0,0,0.004703507,0.002984108,0.001023405,0,0,0,0,0,0,0,0,0.004039425,0,0,0,0,0,0.004639941,0,0,0,0,0,0,0.004827978
ASV002302,NA,NA,NA,Alphaproteobacteria,0,0,0,0,0,0,0,0.001878675,0,0,0.001265935,0,0.006600987,0.005322833,0.008698224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003125488,0,0.001498195,0.002147628,0,0,0,0,0,0,0
ASV002303,NA,NA,NA,Gammaproteobacteria,0,0,0,0,0,0.001278021,0,0,0,0,0,0,0,0.002521241,0,0,0.002758583,0.006237821,0.004751892,0.00129189,0.001977066,0.003161256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002304,NA,NA,NA,Alphaproteobacteria,0,0,0,0,0,0,0,0.002004289,0,0,0,0,0.004769644,0.011206365,0.00347929,0,0,0,0,0,0,0,0,0,0,0.009236197,0,0,0,0,0,0,0,0,0,0.00661329,0,0,0,0,0,0,0
ASV002305,Cucumibacter,Devosiaceae,Rhizobiales,Alphaproteobacteria,0,0,0,0,0,0.00170835,0,0,0,0,0.002049138,0,0.001624273,0.008404774,0,0,0,0,0.003563919,0,0,0.001580628,0,0,0,0,0,0,0,0,0,0,0,0.001717151,0.008528387,0.002318034,0,0,0,0,0,0,0
ASV002306,NA,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,0,0,0,0,0,0,0,0,0.004534222,0,0,0,0,0.002801591,0,0,0.001457386,0.002314011,0.004751892,0.003875669,0.002046811,0,0,0,0,0,0,0,0,0,0.002080473,0,0,0,0,0,0,0,0,0,0,0,0
ASV002307,NA,NA,NA,Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0.004563293,0,0,0,0,0,0,0,0.009071158,0.001580628,0,0,0,0,0,0.010737428,0,0,0,0,0,0.004291938,0,0,0,0,0,0,0,0,0
ASV002308,NA,Solibacteraceae_(Subgroup_3),Solibacterales,Acidobacteriia,0,0,0,0,0,0,0,0,0,0,0,0,0.004563293,0,0,0,0.002224744,0,0.001187973,0.006060528,0.01097848,0,0,0.002247393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV002309,NA,NA,Oceanospirillales,Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0.001265935,0,0,0,0,0,0,0,0,0,0.002046811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007563121,0.004328021,0,0,0,0,0.01094511
