Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,bottle_id,Bytes,Center Name,Collection_date,Consent,cruise_id,cruise_station,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,geotraces_section,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Depth,Isolation_source,Biller_et_al.,_2018_metagenome_NCBI_BioProject,Biller_et_al.,_2018_metagenome_NCBI_BioSample,Biller_et_al.,_2018_metagenome_NCBI_SRA_Accession,Biller_et_al.,_2018_metagenome_NCBI_SRA_Study,Biller_et_al.,_2018_metagenome_Sample_Name,Biller_et_al.,_2018_metagenome_Total_read_pairs,Cruise_series,Depth_(m),sequencing_location,sequencing_read_depth,Sequencing_Technology
SRR12538432,AMPLICON,491,66711679,PRJNA659851,SAMN15928730,Metagenome or environmental,1223384,33836340,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-14,public,SS2011,1,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028231,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,29.9982 S 153.50101 E,BGT_GA03_GP13_169,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0299,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136766,SRR5788001,SRP110813,S0299,24108811,GEOTRACES,15,University_of_Southern_California,135869,HiSeq_Rapid_Run_2x250
SRR12538433,AMPLICON,491,46162838,PRJNA659851,SAMN15928729,Metagenome or environmental,1222400,23420628,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-24,public,SS2011,22,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028230,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0013 S 174.00101 E,BGT_GA03_GP13_168,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0293_redo,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136760,SRR5788270,SRP110813,S0293,25005859,GEOTRACES,50.4,University_of_Southern_California,94018,HiSeq_Rapid_Run_2x250
SRR12538434,AMPLICON,491,64306270,PRJNA659851,SAMN15928728,Metagenome or environmental,1222400,32230291,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-24,public,SS2011,22,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028229,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0013 S 174.00101 E,BGT_GA03_GP13_167,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0293,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136760,SRR5788270,SRP110813,S0293,25005859,GEOTRACES,50.4,University_of_Southern_California,130970,HiSeq_Rapid_Run_2x250
SRR12538435,AMPLICON,491,35865586,PRJNA659851,SAMN15928727,Metagenome or environmental,1222406,18393710,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-24,public,SS2011,22,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028228,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0013 S 174.00101 E,BGT_GA03_GP13_166,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0292,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136759,SRR5788269,SRP110813,S0292,25093955,GEOTRACES,30.1,University_of_Southern_California,73046,HiSeq_Rapid_Run_2x250
SRR12538436,AMPLICON,491,41810614,PRJNA659851,SAMN15928726,Metagenome or environmental,1222409,21312544,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-24,public,SS2011,22,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028227,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0013 S 174.00101 E,BGT_GA03_GP13_165,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0291,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136758,SRR5788268,SRP110813,S0291,24564664,GEOTRACES,14.9,University_of_Southern_California,85154,HiSeq_Rapid_Run_2x250
SRR12538437,AMPLICON,491,62650127,PRJNA659851,SAMN15928725,Metagenome or environmental,1223579,31969353,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-16,public,SS2011,4,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028226,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0006 S 155.98599 E,BGT_GA03_GP13_164,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0290,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136757,SRR5788267,SRP110813,S0290,19232368,GEOTRACES,100.9,University_of_Southern_California,127597,HiSeq_Rapid_Run_2x250
SRR12538438,AMPLICON,491,50239611,PRJNA659851,SAMN15928724,Metagenome or environmental,1222811,25609072,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-16,public,SS2011,4,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028225,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0006 S 155.98599 E,BGT_GA03_GP13_163,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0289,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136756,SRR5788266,SRP110813,S0289,23038780,GEOTRACES,74.5,University_of_Southern_California,102321,HiSeq_Rapid_Run_2x250
SRR12538439,AMPLICON,491,30607958,PRJNA659851,SAMN15928723,Metagenome or environmental,1223225,15766622,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-29,public,SS2011,32,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028224,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 176.03 W,BGT_GA03_GP13_162,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0288,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136755,SRR5788265,SRP110813,S0288,66585301,GEOTRACES,999.9,University_of_Southern_California,62338,HiSeq_Rapid_Run_2x250
SRR12538440,AMPLICON,491,38782126,PRJNA659851,SAMN15928722,Metagenome or environmental,1223198,19850145,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-29,public,SS2011,32,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028223,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 176.03 W,BGT_GA03_GP13_161,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0287,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136754,SRR5788404,SRP110813,S0287,21887350,GEOTRACES,100.3,University_of_Southern_California,78986,HiSeq_Rapid_Run_2x250
SRR12538442,AMPLICON,491,69155386,PRJNA659851,SAMN15928721,Metagenome or environmental,1224218,35143087,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-29,public,SS2011,32,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028221,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 176.03 W,BGT_GA03_GP13_160,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0286,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136753,SRR5788301,SRP110813,S0286,26041646,GEOTRACES,76.8,University_of_Southern_California,140846,HiSeq_Rapid_Run_2x250
SRR12538443,AMPLICON,491,32982925,PRJNA659851,SAMN15928720,Metagenome or environmental,1223207,16799829,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-29,public,SS2011,32,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028220,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 176.03 W,BGT_GA03_GP13_159,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0284,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136751,SRR5788406,SRP110813,S0284,21830840,GEOTRACES,29.3,University_of_Southern_California,67175,HiSeq_Rapid_Run_2x250
SRR12538444,AMPLICON,491,56307389,PRJNA659851,SAMN15928719,Metagenome or environmental,1224224,28597883,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-29,public,SS2011,32,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028219,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 176.03 W,BGT_GA03_GP13_158,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0283,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136750,SRR5788396,SRP110813,S0283,19195872,GEOTRACES,14.9,University_of_Southern_California,114679,HiSeq_Rapid_Run_2x250
SRR12538445,AMPLICON,491,39060523,PRJNA659851,SAMN15928718,Metagenome or environmental,1222289,19909185,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-23,public,SS2011,19,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028218,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,29.9997 S 171 E,BGT_GA03_GP13_157,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0282,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136749,SRR5788397,SRP110813,S0282,23614957,GEOTRACES,100.5,University_of_Southern_California,79553,HiSeq_Rapid_Run_2x250
SRR12538446,AMPLICON,491,43689671,PRJNA659851,SAMN15928717,Metagenome or environmental,1222250,22312546,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-23,public,SS2011,19,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028217,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,29.9997 S 171 E,BGT_GA03_GP13_156,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0280,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136747,SRR5788399,SRP110813,S0280,20428536,GEOTRACES,50.4,University_of_Southern_California,88981,HiSeq_Rapid_Run_2x250
SRR12538447,AMPLICON,491,41497847,PRJNA659851,SAMN15928716,Metagenome or environmental,1222256,21178515,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-23,public,SS2011,19,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028216,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,29.9997 S 171 E,BGT_GA03_GP13_155,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0279,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136746,SRR5788400,SRP110813,S0279,18301023,GEOTRACES,30.7,University_of_Southern_California,84517,HiSeq_Rapid_Run_2x250
SRR12538448,AMPLICON,491,47050075,PRJNA659851,SAMN15928715,Metagenome or environmental,1222262,24030856,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-23,public,SS2011,19,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028215,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,29.9997 S 171 E,BGT_GA03_GP13_154,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0278,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136745,SRR5788401,SRP110813,S0278,14444871,GEOTRACES,15.1,University_of_Southern_California,95825,HiSeq_Rapid_Run_2x250
SRR12538449,AMPLICON,491,45248105,PRJNA659851,SAMN15928713,Metagenome or environmental,1224008,23083056,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-21,public,SS2011,15,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028213,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30 S 166.987 E,BGT_GA03_GP13_152,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0277,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136744,SRR5788402,SRP110813,S0277,24646835,GEOTRACES,101.7,University_of_Southern_California,92155,HiSeq_Rapid_Run_2x250
SRR12538450,AMPLICON,491,33283908,PRJNA659851,SAMN15928712,Metagenome or environmental,1224011,16971857,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-21,public,SS2011,15,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028212,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30 S 166.987 E,BGT_GA03_GP13_151,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0276_redo,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136743,SRR5788403,SRP110813,S0276,16871150,GEOTRACES,74.8,University_of_Southern_California,67788,HiSeq_Rapid_Run_2x250
SRR12538452,AMPLICON,491,27105164,PRJNA659851,SAMN15928711,Metagenome or environmental,1224011,13925238,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-21,public,SS2011,15,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028210,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30 S 166.987 E,BGT_GA03_GP13_150,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0276,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136743,SRR5788403,SRP110813,S0276,16871150,GEOTRACES,74.8,University_of_Southern_California,55204,HiSeq_Rapid_Run_2x250
SRR12538453,AMPLICON,491,28334137,PRJNA659851,SAMN15928710,Metagenome or environmental,1223978,14476012,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-21,public,SS2011,15,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028209,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30 S 166.987 E,BGT_GA03_GP13_149,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0275,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136742,SRR5788046,SRP110813,S0275,15195243,GEOTRACES,51.1,University_of_Southern_California,57707,HiSeq_Rapid_Run_2x250
SRR12538454,AMPLICON,491,27084051,PRJNA659851,SAMN15928709,Metagenome or environmental,1223981,13830536,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-21,public,SS2011,15,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028208,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30 S 166.987 E,BGT_GA03_GP13_148,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0274,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136741,SRR5788045,SRP110813,S0274,17218320,GEOTRACES,30.8,University_of_Southern_California,55161,HiSeq_Rapid_Run_2x250
SRR12538455,AMPLICON,491,75614,PRJNA659851,SAMN15928708,Metagenome or environmental,1223984,119251,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-21,public,SS2011,15,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028207,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30 S 166.987 E,BGT_GA03_GP13_147,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0273,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136740,SRR5788042,SRP110813,S0273,17796661,GEOTRACES,13.8,University_of_Southern_California,154,HiSeq_Rapid_Run_2x250
SRR12538456,AMPLICON,491,81671958,PRJNA659851,SAMN15928707,Metagenome or environmental,1223831,41485049,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-19,public,SS2011,11,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028206,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0006 S 162.998 E,BGT_GA03_GP13_146,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0272,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136739,SRR5788041,SRP110813,S0272,16979826,GEOTRACES,100.8,University_of_Southern_California,166338,HiSeq_Rapid_Run_2x250
SRR12538457,AMPLICON,491,65647191,PRJNA659851,SAMN15928706,Metagenome or environmental,1223834,33374635,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-19,public,SS2011,11,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028205,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0006 S 162.998 E,BGT_GA03_GP13_145,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0271,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136738,SRR5788044,SRP110813,S0271,28695563,GEOTRACES,74,University_of_Southern_California,133701,HiSeq_Rapid_Run_2x250
SRR12538458,AMPLICON,491,64477138,PRJNA659851,SAMN15928705,Metagenome or environmental,1223792,32809688,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-19,public,SS2011,11,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028204,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0006 S 162.998 E,BGT_GA03_GP13_144,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0270,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136737,SRR5788043,SRP110813,S0270,28012015,GEOTRACES,51.3,University_of_Southern_California,131318,HiSeq_Rapid_Run_2x250
SRR12538459,AMPLICON,491,53351569,PRJNA659851,SAMN15928704,Metagenome or environmental,1223798,27201144,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-19,public,SS2011,11,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028203,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,30.0006 S 162.998 E,BGT_GA03_GP13_143,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0269,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136736,SRR5788038,SRP110813,S0269,31907021,GEOTRACES,29.9,University_of_Southern_California,108659,HiSeq_Rapid_Run_2x250
SRR12538460,AMPLICON,491,39257414,PRJNA659851,SAMN15928661,Metagenome or environmental,844550,19884363,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-15,public,KN204,6,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028202,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,37.60731 N 68.3895 W,BGT_GA03_GP13_100,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0137,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136613,SRR5788452,SRP110813,S0137,25544472,GEOTRACES,284.7,University_of_Southern_California,79954,HiSeq_Rapid_Run_2x250
SRR12538461,AMPLICON,491,49441245,PRJNA659851,SAMN15928660,Metagenome or environmental,844547,25035877,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-15,public,KN204,6,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028201,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,37.60731 N 68.3895 W,BGT_GA03_GP13_099,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0136,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136612,SRR5788315,SRP110813,S0136,23279778,GEOTRACES,232.9,University_of_Southern_California,100695,HiSeq_Rapid_Run_2x250
SRR12538462,AMPLICON,491,51174475,PRJNA659851,SAMN15928659,Metagenome or environmental,844544,25928305,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-15,public,KN204,6,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028200,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,37.60731 N 68.3895 W,BGT_GA03_GP13_098,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0135,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136611,SRR5788314,SRP110813,S0135,19618651,GEOTRACES,160,University_of_Southern_California,104225,HiSeq_Rapid_Run_2x250
SRR12538463,AMPLICON,491,52304266,PRJNA659851,SAMN15928658,Metagenome or environmental,844541,26431374,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-15,public,KN204,6,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028199,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,37.60731 N 68.3895 W,BGT_GA03_GP13_097,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0134,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136610,SRR5788319,SRP110813,S0134,18948044,GEOTRACES,139.6,University_of_Southern_California,106526,HiSeq_Rapid_Run_2x250
SRR12538464,AMPLICON,491,90037616,PRJNA659851,SAMN15928657,Metagenome or environmental,844538,45890220,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-15,public,KN204,6,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028198,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,37.60731 N 68.3895 W,BGT_GA03_GP13_096,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0133,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136609,SRR5788318,SRP110813,S0133,22766638,GEOTRACES,111.1,University_of_Southern_California,183376,HiSeq_Rapid_Run_2x250
SRR12538465,AMPLICON,491,95245653,PRJNA659851,SAMN15928656,Metagenome or environmental,844535,48645066,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-15,public,KN204,6,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028197,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,37.60731 N 68.3895 W,BGT_GA03_GP13_095,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0132,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136608,SRR5788317,SRP110813,S0132,22698692,GEOTRACES,89.6,University_of_Southern_California,193983,HiSeq_Rapid_Run_2x250
SRR12538466,AMPLICON,491,82636282,PRJNA659851,SAMN15928655,Metagenome or environmental,844532,42254265,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-15,public,KN204,6,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028196,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,37.60731 N 68.3895 W,BGT_GA03_GP13_094,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0131,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136607,SRR5788316,SRP110813,S0131,20644218,GEOTRACES,64.6,University_of_Southern_California,168302,HiSeq_Rapid_Run_2x250
SRR12538467,AMPLICON,491,36010922,PRJNA659851,SAMN15928654,Metagenome or environmental,844529,18444088,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-15,public,KN204,6,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028195,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,37.60731 N 68.3895 W,BGT_GA03_GP13_093,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0130,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136606,SRR5788323,SRP110813,S0130,22871300,GEOTRACES,39.6,University_of_Southern_California,73342,HiSeq_Rapid_Run_2x250
SRR12538468,AMPLICON,491,63731800,PRJNA659851,SAMN15928653,Metagenome or environmental,844364,32770161,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-12,public,KN204,4,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028194,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,38.32433 N 68.87553 W,BGT_GA03_GP13_092,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0129,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136605,SRR5788322,SRP110813,S0129,19695567,GEOTRACES,285.3,University_of_Southern_California,129800,HiSeq_Rapid_Run_2x250
SRR12538469,AMPLICON,491,60393,PRJNA659851,SAMN15928652,Metagenome or environmental,844361,111361,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-12,public,KN204,4,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028193,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,38.32433 N 68.87553 W,BGT_GA03_GP13_091,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0128,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136604,SRR5788321,SRP110813,S0128,16948875,GEOTRACES,236.7,University_of_Southern_California,123,HiSeq_Rapid_Run_2x250
